38,55,2
38,70,2
38,53,2
38,63,2
38,62,2
38,69,2
38,42,2
38,47,2
38,50,2
38,48,2
38,57,2
38,68,2
38,43,2
38,46,2
38,60,2
38,64,2
38,66,2
38,31,2
38,32,2
38,71,2
65,40,2
65,11,2
65,61,2
65,16,2
65,56,2
65,54,2
65,67,2
65,59,2
65,51,2
65,44,2
65,55,2
65,70,2
65,53,2
65,63,2
65,62,2
65,69,2
65,42,2
65,47,2
65,50,2
65,48,2
65,57,2
65,68,2
65,43,2
65,46,2
65,60,2
65,64,2
65,66,2
65,31,2
65,32,2
65,71,2
40,11,2
40,61,2
40,16,2
40,56,2
40,54,2
40,67,2
40,59,2
40,51,2
40,44,2
40,55,2
40,70,2
40,53,2
40,63,2
40,62,2
40,69,2
40,42,2
40,47,2
40,50,2
40,48,2
40,57,2
40,68,2
40,43,2
40,46,2
40,60,2
40,64,2
40,66,2
40,31,2
40,32,2
40,71,2
11,61,2
11,56,2
11,54,2
11,67,2
11,59,2
11,51,2
11,44,2
11,55,2
11,70,2
11,53,2
11,63,2
11,62,2
11,69,2
11,42,2
11,47,2
11,50,2
11,48,2
11,57,2
11,68,2
11,43,2
11,46,2
11,60,2
11,64,2
11,66,2
11,71,2
61,16,2
61,56,2
61,54,2
61,67,2
61,59,2
61,51,2
61,44,2
61,55,2
61,70,2
61,53,2
61,63,2
61,62,2
61,69,2
61,42,2
61,47,2
61,50,2
61,48,2
61,57,2
61,68,2
61,43,2
61,46,2
61,60,2
61,64,2
61,66,2
61,31,2
61,32,2
61,71,2
16,56,2
16,54,2
16,67,2
16,59,2
16,51,2
16,44,2
16,55,2
16,70,2
16,53,2
16,63,2
16,62,2
16,69,2
16,42,2
16,47,2
16,50,2
16,48,2
16,57,2
16,68,2
16,43,2
16,46,2
16,60,2
16,64,2
16,66,2
16,71,2
56,54,2
56,67,2
56,59,2
56,51,2
56,44,2
56,55,2
56,70,2
56,53,2
56,63,2
56,62,2
56,69,2
56,42,2
56,47,2
56,50,2
56,48,2
56,57,2
56,68,2
56,43,2
56,46,2
56,60,2
56,64,2
56,66,2
56,31,2
56,32,2
56,71,2
54,67,2
54,59,2
54,51,2
54,44,2
54,55,2
54,70,2
54,53,2
54,63,2
54,62,2
54,69,2
54,42,2
54,47,2
54,50,2
54,48,2
54,57,2
54,68,2
54,43,2
54,46,2
54,60,2
54,64,2
54,66,2
54,31,2
54,32,2
54,71,2
67,59,2
67,51,2
67,44,2
67,55,2
67,70,2
67,53,2
67,63,2
67,62,2
67,69,2
67,42,2
67,47,2
67,50,2
67,48,2
67,57,2
67,68,2
67,43,2
67,46,2
67,60,2
67,64,2
67,66,2
67,31,2
67,32,2
67,71,2
59,51,2
59,44,2
59,55,2
59,70,2
59,53,2
59,63,2
59,62,2
59,69,2
59,42,2
59,47,2
59,50,2
59,48,2
59,57,2
59,68,2
59,43,2
59,46,2
59,60,2
59,64,2
59,66,2
59,31,2
59,32,2
59,71,2
51,44,2
51,55,2
51,70,2
51,53,2
51,63,2
51,62,2
51,69,2
51,42,2
51,47,2
51,50,2
51,48,2
51,57,2
51,68,2
51,43,2
51,46,2
51,60,2
51,64,2
51,66,2
51,31,2
51,32,2
51,71,2
44,55,2
44,70,2
44,53,2
44,63,2
44,62,2
44,69,2
44,42,2
44,47,2
44,50,2
44,48,2
44,57,2
44,68,2
44,43,2
44,46,2
44,60,2
44,64,2
44,66,2
44,31,2
44,32,2
44,71,2
55,70,2
55,53,2
55,63,2
55,62,2
55,69,2
55,42,2
55,47,2
55,50,2
55,48,2
55,57,2
55,68,2
55,43,2
55,46,2
55,60,2
55,64,2
55,66,2
55,31,2
55,32,2
55,71,2
70,53,2
70,63,2
70,62,2
70,69,2
70,42,2
70,47,2
70,50,2
70,48,2
70,57,2
70,68,2
70,43,2
70,46,2
70,60,2
70,64,2
70,66,2
70,31,2
70,32,2
70,71,2
53,63,2
53,62,2
53,69,2
53,42,2
53,47,2
53,50,2
53,48,2
53,57,2
53,68,2
53,43,2
53,46,2
53,60,2
53,64,2
53,66,2
53,31,2
53,32,2
53,71,2
63,62,2
63,69,2
63,42,2
63,47,2
63,50,2
63,48,2
63,57,2
63,68,2
63,43,2
63,46,2
63,60,2
63,64,2
63,66,2
63,31,2
63,32,2
63,71,2
62,69,2
62,42,2
62,47,2
62,50,2
62,48,2
62,57,2
62,68,2
62,43,2
62,46,2
62,60,2
62,64,2
62,66,2
62,31,2
62,32,2
62,71,2
69,42,2
69,47,2
69,50,2
69,48,2
69,57,2
69,68,2
69,43,2
69,46,2
69,60,2
69,64,2
69,66,2
69,31,2
69,32,2
69,71,2
42,47,2
42,50,2
42,48,2
42,57,2
42,68,2
42,43,2
42,46,2
42,60,2
42,64,2
42,66,2
42,31,2
42,32,2
42,71,2
47,50,2
47,48,2
47,57,2
47,68,2
47,43,2
47,46,2
47,60,2
47,64,2
47,66,2
47,31,2
47,32,2
47,71,2
50,48,2
50,57,2
50,68,2
50,43,2
50,46,2
50,60,2
50,64,2
50,66,2
50,31,2
50,32,2
50,71,2
48,57,2
48,68,2
48,43,2
48,46,2
48,60,2
48,64,2
48,66,2
48,31,2
48,32,2
48,71,2
57,68,2
57,43,2
57,46,2
57,60,2
57,64,2
57,66,2
57,31,2
57,32,2
57,71,2
68,43,2
68,46,2
68,60,2
68,64,2
68,66,2
68,31,2
68,32,2
68,71,2
43,46,2
43,60,2
43,64,2
43,66,2
43,31,2
43,32,2
43,71,2
46,60,2
46,64,2
46,66,2
46,31,2
46,32,2
46,71,2
60,64,2
60,66,2
60,31,2
60,32,2
60,71,2
64,66,2
64,31,2
64,32,2
64,71,2
66,31,2
66,32,2
66,71,2
31,71,2
32,71,2
